time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
13680,1.5098329312247993,1.5081541614263778,1.503120257785858,1.4947383587028393,1.4830200963406384,1.4679811905720255,1.4496408627834476,1.428021049000006,1.4031453813968864,1.3750378926854467,1.3437213774922196,1.3092153166340663,1.2715332302930038,1.2306792645943525,1.186643706783638,1.1393968960245784,1.0888804612323995,1.0349937047292777,0.9775719241178894,0.91635583851794633,0.85095546349388906
13740,1.5050394060663659,1.5033660961613733,1.4983485399269363,1.48999377917445,1.4783132858519377,1.4633225570783408,1.4450405303587419,1.4234887983907287,1.3986905926799404,1.3706694911671378,1.3394477856590745,1.3050444173412048,1.2674723468304192,1.226735153205575,1.1828225155237055,1.1357039482454767,1.0853196929015938,1.0315672190339151,0.97428159960190919,0.91320432694560183,0.84791101424391446
13800,1.5002658366457677,1.4985979531869085,1.4935966435939427,1.485268852079529,1.473625889573005,1.4586830312395702,1.4404589352049268,1.4189748619629472,1.3942536638959631,1.3663185005535121,1.3351912158814656,1.3008902844651775,1.2634281859109824,1.2228079807361145,1.179018708274852,1.1320289863589708,1.0817778643754921,1.0281613429303385,0.97101073869628529,0.91005386446765413,0.84484934501577402
13860,1.495512157938071,1.49384967089686,1.488864519782755,1.4805635570251874,1.4689579423261774,1.4540627426229011,1.4358963539238876,1.4144797242920197,1.3898353472716349,1.3619859812260418,1.3309530298008394,1.2967544868692318,1.2594022961653684,1.218898886660488,1.1752325012833946,1.1283707033957224,1.0782509922075607,1.024766464679973,0.9677428300501858,0.9069025987709225,0.84181774837191337
13920,1.4907785056405691,1.489121395859194,1.4841523464097672,1.4758781196345414,1.4643097259133118,1.4494620247547294,1.43135314805104,1.4100037246898705,1.3854358756935201,1.3576719348054074,1.3267328279123669,1.2926360104986636,1.2553928068210749,1.2150049039728843,1.1714596019817849,1.124723149117383,1.0747310105560468,1.0213732709833827,0.96447331466785857,0.90376130980473379,0.83885619820920432
13980,1.4860650657487975,1.4844133062699501,1.4794602760790525,1.471212642682034,1.4596812587674102,1.4448807638608938,1.426829008410355,1.4055462795323574,1.3810542974756388,1.3533749370855817,1.3225286059645145,1.2885321752374279,1.2513963008182742,1.2111218769129515,1.1676952027284795,1.1210811929526183,1.0712136800391585,1.017981908493647,0.96121338369791165,0.90065254259348926,0.83591297023025501
14040,1.4813716781752759,1.4797252200451154,1.4747880605920207,1.4665667677724734,1.4550720296557889,1.4403182581710232,1.4223230163567073,1.4011062483820049,1.3766892810293991,1.3490935496866658,1.3183389777780692,1.2844419003370722,1.247412361042842,1.2072505153042519,1.1639417338872113,1.1174498561023467,1.0677079996856504,1.0146063698549359,0.95797549504249957,0.89755957827368804,0.83297628416917213
14100,1.4766977919618922,1.4750565780940497,1.470135119283221,1.4619398875905596,1.4504814130238963,1.4357738898019379,1.4178346067982366,1.3966831809085478,1.3723405610240327,1.3448277538528055,1.3141641975564242,1.2803656699082406,1.2434415583785208,1.2033912380431258,1.1601992116345816,1.1138285890182118,1.0642123834287691,1.0112417415302759,0.95474932196804174,0.89448387848715383,0.830061413678295
14160,1.4720428557343634,1.4704068347104846,1.4655009232637348,1.4573315004177509,1.4459089426546254,1.4312472324068122,1.4133633913831509,1.3922767170202688,1.3680077888126372,1.3405771941405034,1.3100038974490664,1.2763031388510979,1.2394836967386096,1.1995442869315081,1.1564688041710753,1.1102200286494173,1.0607312482463547,1.007894767366202,0.95154470263858637,0.8914259257137801,0.82712465062906093
14220,1.4674063900424652,1.4657755151524097,1.4608850125575401,1.4527411732107787,1.4413542286955248,1.4267379623729568,1.4089091459698546,1.3878867791942839,1.3636910979509511,1.3363422992654264,1.3058589060136043,1.2722556605291877,1.2355407934656824,1.1957124643418311,1.1527541078223615,1.106628308981076,1.0572685351977686,1.0045671428901159,0.94835564162448072,0.88836987214469831,0.82419908266144803
14280,1.4627880945022991,1.4611623332321042,1.45628714402204,1.4481687357952908,1.4368172046422918,1.4222461464634604,1.4044720949220724,1.3835137615151032,1.3593910424945481,1.3321237405456337,1.3017299263792332,1.2682238362290148,1.2316131654788052,1.191895572534142,1.1490541296854702,1.1030512764079654,1.0538203693764416,1.0012529624033835,0.94517844338377988,0.88532761963129203,0.82124287004880503
14340,1.4581879313044264,1.4565672596170485,1.4517073124277486,1.4436142188512668,1.4322979431702039,1.417771899126574,1.4000523898392481,1.379157849845589,1.3551078539080379,1.3279218413130662,1.297617483704478,1.2642085983223323,1.2277024740740881,1.1880964235481024,1.1453732652540596,1.0994952016181816,1.0503950509391173,0.99796261826562993,0.94202075155068565,0.88227938689235597,0.8182586320098284
14400,1.4536060032588505,1.4519904073261687,1.4471456627979589,1.4390778253150522,1.4277967377091856,1.4133156454207252,1.3956506372834532,1.3748198876984286,1.3508426647960594,1.3237380543938584,1.293523330604184,1.260211878853859,1.2238105394647187,1.1843161722414697,1.1417111035156036,1.0959568127766679,1.0469845276043366,0.99467997292993793,0.93885777188189112,0.87922387757886777,0.8153461702439091
14460,1.4490427049429866,1.4474321821070577,1.4426026320547765,1.4345600358560242,1.4233141115546724,1.4088779286044018,1.391267346988458,1.370500257198306,1.3465955865756221,1.3195720238902702,1.2894463960173421,1.2562316044049322,1.2199339847569153,1.1805498671544568,1.1380609333546756,1.0924275981554594,1.0435790073857039,0.99139766586869749,0.93569739487045533,0.87619403010090424,0.81245716193988704
14520,1.4444983841494692,1.4428929150289664,1.4380784988925044,1.4300610350868685,1.4188501053621658,1.4044585882700478,1.3869020985520517,1.3661982283098499,1.3423655565703705,1.3154223805377057,1.2853851030014722,1.2522661802498376,1.2160714800163122,1.1767967925166614,1.134423039008565,1.088909412341684,1.0401833619937702,0.98812620076970337,0.93255272730349548,0.87318035919325399,0.8095748722597238
14580,1.4399729712382132,1.4383725202187156,1.4335731307788613,1.4255806196246275,1.414404431378955,1.4000572539705873,1.3825544596813115,1.3619133491173736,1.3381521653779718,1.3112888319848082,1.2813393472456218,1.248315732200407,1.2122233653415624,1.1730574259068995,1.1307979974569218,1.0854031752014732,1.0367993074130659,0.9848671460104893,0.92942154030640478,0.87017913704465477,0.80670173652541233
14640,1.4354662199912174,1.4338707503821837,1.4290862781268565,1.4211185390143424,1.4099768435808815,1.3956736937847554,1.3782242261570328,1.357645459015983,1.3339553111297278,1.3071713444239901,1.2773091597572068,1.2443803350867422,1.2083897295029253,1.1693318762545106,1.1271860531017817,1.0819094503788029,1.0334276035389274,0.9816206959858238,0.92630296745292351,0.86718944468943904,0.80383800797152816
14700,1.4309779027981218,1.429387380579439,1.4246177240902502,1.4166745901531452,1.40556715856009,1.3913077501845925,1.3739112723878377,1.3533944693548188,1.3297749442355107,1.3030699038459674,1.2732945510981346,1.2404600095505869,1.2045706025538327,1.1656202223116165,1.1235874069563485,1.0784285722110767,1.030068530996993,0.97838676848502559,0.92319652430228061,0.86421084617285238,0.80098379077737447
14760,1.426507839851225,1.4249222335654272,1.4201672990579686,1.4122486159735632,1.4011752364162928,1.3869593045644437,1.3696155042502056,1.349160311873927,1.3256110205878999,1.2989844845380933,1.2692955056549773,1.2365547459689297,1.200765991634922,1.1619225157280966,1.1200021724315448,1.0749606669037362,1.0267220893743094,0.97516509185432976,0.92010167999381931,0.86124286362477664,0.79814009444060707
14820,1.4220558896604296,1.4204751697152727,1.4157348689228733,1.4078404912908076,1.3968009638153558,1.3826282575227347,1.3653368368937211,1.3449429145509302,1.3214634761120831,1.2949150225008739,1.2653119510276012,1.232664459043894,1.196975800896255,1.1582386525477109,1.1164302197585469,1.0715055212658378,1.0233878989499425,0.97195509111834599,0.91701786956513398,0.85828570473963339,0.79530855101474218
14880,1.4176219312804712,1.41604606889373,1.4113203158582799,1.403450101704347,1.3924442302067077,1.3783145016883007,1.3610751638923912,1.3407421677510332,1.3173321921037475,1.290861383811329,1.2613437344812042,1.2287889791984179,1.1931998513766551,1.1545684510570489,1.1128713599459346,1.0680629216095727,1.0200657199572964,0.96875659280387849,0.9139452335481657,0.8553398957131646,0.79248909122328537
14940,1.4132058413656312,1.411634807643587,1.4069235160200768,1.3990773225410875,1.3881049093407714,1.3740179080266341,1.3568303516592131,1.3365579311570028,1.3132170196042245,1.2868234105803547,1.2573906921449238,1.2249281433114092,1.1894379889670841,1.1509117708089047,1.109325463721982,1.0646327483699782,1.0167554690555005,0.96556962412030845,0.91088395762657293,0.85240562280030008,0.78968159216640033
15000,1.4088074830299777,1.407241248852545,1.4025443316187092,1.3947220148763213,1.383782860656781,1.3697383337542022,1.3526022545468277,1.3323900558076158,1.309117806655369,1.2828009497492607,1.2534526738828409,1.2210818097811951,1.1856900857693728,1.1472685001721141,1.1057924372234564,1.0612149344554644,1.0134571313797993,0.96239425005468171,0.90783416376627601,0.84948295327729095,0.78688594004616086
15060,1.4044267077815453,1.4028652440190834,1.3981826141253413,1.3903840301335242,1.3794779354951474,1.3654756300873794,1.3483907237008557,1.3282383931940962,1.3050344063199826,1.2787938584489631,1.2495295447891714,1.2172498564726337,1.181956037378914,1.1436385579531911,1.1022722316142737,1.057809481013035,1.0101707837492131,0.95923064217933007,0.90479609265137173,0.84657191148221034,0.78409986346069649
15120,1.4000633608555488,1.3985066386310907,1.3938382097952038,1.3860632158836348,1.3751899833748364,1.361229649326021,1.3441956154730756,1.3241028058231177,1.3009666907049229,1.2748020236522579,1.2456212140369469,1.2134322241319584,1.1782358275329723,1.140021984891175,1.0987649620457385,1.0544165968378583,1.0068967386173813,0.95607917374981011,0.90176992488511176,0.84367178032495027,0.78132229057726454
15180,1.3957172897870089,1.394165281026851,1.3895109694224836,1.3817594271731148,1.370918865650619,1.3570002615976793,1.3400168118212521,1.3199831913190121,1.2969145778104751,1.2708253891836117,1.2417276570028668,1.2096289249761922,1.1745295093964647,1.1364188773547725,1.0952707669016903,1.0510364509282515,1.0036351503588969,0.95293985483895471,0.8987553325778973,0.84078209694134254,0.77855363370182173
15240,1.3913883579683071,1.3898410359081232,1.3852007616304358,1.377472539139545,1.366664466538327,1.3527873627278304,1.3358542226781693,1.3158794761671566,1.2928780129951087,1.2668639213156805,1.2378488624214736,1.2058399710653351,1.1708371183568822,1.1328292924218177,1.0917897180770801,1.0476691074007021,1.0003860213982514,0.94981255403949971,0.89575206623313264,0.83790271445722497,0.77579407325722582
15300,1.3870764501407777,1.3855337892519617,1.3809074760559803,1.3732024473693114,1.3624266896628119,1.3485908662333135,1.3317077730679518,1.311791598293562,1.2888569482781154,1.262917587151009,1.2339848132432913,1.2020653616139143,1.1671586693737475,1.1292532573064449,1.088321843774366,1.0443145702031287,0.99714929514608852,0.94669713697265956,0.89275996521974632,0.83503356632491255,0.77304371719380738
15360,1.3827814686323465,1.3812434443309596,1.3766310187633592,1.3689490624469995,1.3582054516879514,1.3444106962297737,1.3275773957637385,1.3077195002170972,1.284851336961351,1.2589863518255999,1.2301354875115316,1.1983050884406632,1.1634941678466766,1.1256907878187641,1.0848671617458285,1.0409728462455163,0.99392496159107602,0.94359360027063122,0.88977910067100463,0.83217481447566666,0.77030193865638952
15420,1.3785033281551771,1.3769699165986908,1.372371307421512,1.3647123057159491,1.3540006791031984,1.3402467859161686,1.3234630324707217,1.3036631343855505,1.2808611451676093,1.2550701990193254,1.2263008914092455,1.1945591859538516,1.1598436819025013,1.1221419893835873,1.081425815130123,1.0376441151807017,0.99071323910699949,0.94050220171408083,0.88680968673499116,0.82932618267547198,0.76756751112312716
15480,1.3742419559139645,1.3727131342365768,1.3681282731877364,1.3604921134496404,1.3498123156839743,1.3360990893093678,1.3193646506323751,1.2996224853331619,1.2768863785670108,1.2511691596194092,1.2224810844076242,1.1908277435594434,1.1562073284186121,1.1186069983419695,1.0779979456307267,1.0343285046262756,0.98751421197497358,0.93742291485872442,0.88385144777089508,0.82648716309999259,0.76484052409659675
15540,1.3699972994470979,1.368473046069298,1.363901868747081,1.3562884447677048,1.3456403295436459,1.3319675860195435,1.3152822437193603,1.295597562465395,1.2729270640305301,1.2472832785386325,1.2186761284684553,1.1871108369131773,1.1525851902575281,1.1150858947361855,1.0745836166574654,1.0310260413867653,0.98432783663104861,0.93435557829880778,0.88090410520562701,0.82365753656298568,0.76212109862180311
15600,1.3657693284302641,1.3642496228706409,1.359692068131547,1.3521012790132589,1.3414847072130136,1.3278522713956058,1.3112158172025947,1.2915883822401646,1.2689832292496113,1.2434125940418908,1.2148860704463964,1.1834085176459215,1.148977317665689,1.1115787182907568,1.0711828439739388,1.0277366973652515,0.98115401655290657,0.93130001731385625,0.8779674535286266,0.82083719060862292,0.75940933417827605
15660,1.3615580286639766,1.3600428511867635,1.3554988600919267,1.3479306085056084,1.3373454457893317,1.3237531483077523,1.3071653804309589,1.287594960784433,1.2650548968228528,1.2395571339602025,1.2111109407394356,1.1797208139278352,1.1453837286410733,1.1080854641975326,1.0677955806790997,1.0244603569367574,0.97799253836113476,0.92825590379038014,0.87504107394656605,0.81802588660479292,0.75670743092629067
15720,1.3573633948698272,1.3558527261196514,1.3513222408236518,1.3437764310969915,1.3332225450714272,1.3196702183493787,1.3031309359538623,1.2836172997166857,1.2611420639824529,1.2357168854111451,1.2073507074658147,1.1760476618271105,1.1418043089948327,1.1046059441074116,1.0644215357532898,1.0211965985365856,0.97484283744201428,0.92522257929485341,0.87212450470867653,0.81522428252818535,0.75401719543908796
15780,1.3531854188642651,1.3516792390469885,1.3471622002872299,1.3396387340503602,1.329115987844284,1.3156034573575459,1.2991124493316073,1.2796553500046211,1.2572446617468913,1.2318917531310554,1.2036052420011489,1.1723888919855507,1.1382388417567066,1.1011398885592791,1.061060387768338,1.0179450639383172,0.97170457630533991,0.92219989250838696,0.86921806940018187,0.81243306252712444,0.7513382680831886
15840,1.3490240698329792,1.3475223579629065,1.3430187028887521,1.3355174757565229,1.3250257240337688,1.3115528043649241,1.2951098463753552,1.2757090221088672,1.2533625833888005,1.2280816117059168,1.1998743990570628,1.1687443382954348,1.134687139445679,1.0976870898005608,1.0577119163751203,1.0147055480543783,0.96857763603684244,0.91918791985384352,0.86632205804230755,0.80965245085619431,0.74867041344914043
15900,1.3448792868502293,1.3433820208751299,1.3388916834906763,1.3314125860147463,1.3209516767170397,1.3075181744060356,1.2911230331389869,1.2717782125346373,1.249495715576151,1.22428633778212,1.1961580449647524,1.1651138563168661,1.1311490469201455,1.0942473853295469,1.0543759650049587,1.0114779332537607,0.96546199102819241,0.916186764849516,0.86343664874878456,0.80688252652537507,0.74601345413748765
15960,1.3407509852174668,1.3392581424619336,1.3347810549537049,1.3273239748227521,1.3168937522080788,1.3034994695529305,1.2871519071387791,1.2678628140803989,1.2456439462023725,1.220505813894279,1.1924560559790052,1.1614973147743857,1.1276244248773186,1.0908206308163926,1.0510523947181618,1.0082621043746161,0.96235756359959068,0.91319636468203325,0.86056171562593942,0.80412319498602047,0.74336944235571778
16020,1.3366390647184283,1.3351506221946996,1.3306867158199405,1.3232515391866067,1.3128518453424098,1.2994965817015511,1.283196356223546,1.263962708779987,1.241807148624948,1.2167399002985033,1.1887682729700368,1.1578945272986334,1.124113051692464,1.0874065638648815,1.0477409019355124,1.0050577206198683,0.95926397921405571,0.91021633014005798,0.85769704537772751,0.80137515914088164,0.74073973936880844
16080,1.332543410243493,1.3310593443536627,1.3266085484742163,1.319195158110976,1.3088258299144355,1.2955093771048989,1.2792562361242656,1.2600777381158703,1.2379851456525506,1.2129883963586516,1.1850944676438686,1.1543052359996226,1.1206146427832573,1.0840048837422283,1.0444411896473844,1.001864518974652,0.95618106101596245,0.90724668994454549,0.85484306353455031,0.79863901998104836,0.73812378919348054
16140,1.3284638817192902,1.3269841678569074,1.3225464088032295,1.3151546824161966,1.3048155496399332,1.291537690367611,1.2753313704345781,1.2562077130189162,1.2341777344078471,1.2092510852109342,1.1814344107057488,1.1507292035506176,1.117128961323441,1.0806153679757451,1.0411530705913259,0.99868238073061655,0.95310881531558689,0.90428764091388159,0.8520001132952747,0.79591495111081401,0.73552123039391881
16200,1.3244003121770067,1.3229249249902206,1.3185001268986936,1.3111299386748427,1.3008208264449097,1.2875813379049048,1.2714215695233246,1.2523524376965649,1.2303847134142134,1.2055277610929935,1.1777878949837488,1.1471662265309766,1.1136558161566248,1.0772378511394789,1.037876426308378,0.99551126633853004,0.95004731724756641,0.90133937531596142,0.84916840982192376,0.79320299484226653,0.73293178428171668
16260,1.3203525161330061,1.3188814299936424,1.3144695162062119,1.3071207391193713,1.2968414710838252,1.283640128927273,1.2675266412401136,1.2485117191597792,1.2266058898927803,1.2018182333693948,1.1741547354087878,1.1436161312935038,1.1101950547782133,1.0738722174987605,1.0346112012540074,0.99235120974186564,0.94699671265164209,0.89840214000217189,0.84634822695195566,0.79050320239108873,0.73035381463503246
16320,1.3163202990048091,1.314853488422554,1.3104543827259405,1.3031268905966129,1.2928772918179214,1.2797138739360014,1.263646399550771,1.2446853766957047,1.2228410913232375,1.1981223421887526,1.1705347917311311,1.1400788077140633,1.1067466126146757,1.0705184692360394,1.0313574899958151,0.98920242094114208,0.94395733045427777,0.895476329730436,0.84353980782956861,0.78781508442614845,0.72778623553745847
16380,1.3123034675291552,1.3108409077296268,1.3064545361086695,1.2991482065877082,1.2889281078389743,1.2758024000603823,1.2597806822013635,1.2408732619233991,1.2190901871898294,1.1944399798399135,1.1669279852044283,1.1365542136818001,1.1033104934241365,1.0671766658301105,1.0281154146072899,0.9860650790396982,0.94092936658896742,0.89256204027194197,0.84074295379546371,0.78513821047362042,0.72522917931992281
16440,1.3083018429351312,1.3068435103346701,1.3024698023441856,1.2951845190212188,1.2849937593554053,1.2719055580786118,1.2559293527639959,1.2370752533914839,1.2153530732656983,1.1907710618700216,1.1633342543784428,1.1330423150633628,1.0998866958086093,1.0638468437544044,1.0248850494493982,0.98293927986667851,0.93791288870065759,0.88965923071517694,0.83795748451036534,0.78247240245238203,0.72268267328410885
16500,1.3043152663557545,1.3028611385248356,1.2985000271422142,1.2912356791819311,1.2810741052002763,1.2680232161307681,1.2520922902467628,1.2332912424394,1.2116296548019121,1.187115509476212,1.159753539276601,1.1295430746321344,1.0964752096638521,1.0605290223451875,1.0216664378348885,0.9798250693041981,0.93490790570887106,0.88676783644485546,0.83518327467049425,0.77981755598663172,0.72014671053984081
16560,1.3003435961734893,1.2988936516109046,1.2945450725609762,1.2873015535894279,1.2771690179192365,1.2641552542046031,1.2482693834188794,1.2295211280545948,1.2079198428387612,1.1834732484027397,1.1561857842587409,1.1260564607460917,1.0930760336955498,1.0572232362497536,1.0184596526633234,0.97672255740248315,0.93191456929295069,0.88388808265326768,0.83242068318017282,0.77717387255662362,0.71761740625319947
16620,1.2963867045475665,1.2949409226167161,1.2906048142411823,1.2833820223424601,1.2732783841262332,1.2603015679368501,1.2444605402890732,1.2257648353992745,1.2042235867064062,1.1798442623354433,1.1526310215818028,1.1225825727969931,1.0896893565026009,1.0539297863981292,1.0152651277190234,0.97363232534805522,0.92893361084644588,0.88102079327897298,0.8296702156389627,0.77454004996807557,0.71509176952911757
16680,1.2924444859006579,1.2910028477682391,1.2866791539584268,1.2794769969360702,1.2694021299216609,1.2564621039283828,1.2406657351246404,1.2220223750030563,1.2005409431502718,1.1762286650359164,1.1490894324364216,1.1191216671741289,1.0863155114125007,1.050649074623049,1.012083310408731,0.9705548211009698,0.92596538043834664,0.87816597135475127,0.8269310953087885,0.77191480833688142,0.7125705292352037
16740,1.2885168827481273,1.2870793723535365,1.2827680453272114,1.2755864448774799,1.2655402422523503,1.2526368740044298,1.2368850097958684,1.218293823414315,1.1968720271004374,1.1726266119979565,1.1455612126714312,1.1156739762818737,1.0829547584648669,1.047381372390632,1.0089144549506113,0.96749022498958748,0.92300987056534589,0.87532326315191944,0.82420263849241382,0.76929767458668952,0.71005413272079165
16800,1.2846038929417141,1.2831704965893569,1.2788714955672997,1.2717103847556419,1.2616927550034731,1.2488259306860929,1.2331184380831217,1.2145792774536643,1.1932169591905419,1.1690382471518299,1.1420465272093938,1.1122396810742541,1.0796072853881831,1.0441268570169389,1.0057586952707915,0.96443856783890414,0.92006692746405527,0.8724922916566481,0.82148437765979299,0.76668843126046515,0.70754289873893716
16860,1.2807055554665787,1.2792762609732344,1.2749895496319359,1.2678488686874905,1.2578597297989527,1.2450293469873472,1.2293661057476131,1.2108788364008998,1.1895758522992281,1.1654636961302074,1.1385455121654022,1.1088189233996713,1.0762732303617124,1.0408856449588684,1.0026160945321951,0.96139981567348509,0.91713638656270924,0.86967279160432132,0.81877608247374412,0.76408695675152649,0.70503559458884513
16920,1.2768219340706592,1.2753967301036899,1.2711222746345867,1.2640019678648227,1.2540412433330612,1.2412472063863604,1.2256281042164241,1.2071926007104306,1.1859488168750136,1.161903080039566,1.1350582990996954,1.1054118429157582,1.0729527342774181,1.0376578639106655,0.99948674410330018,0.95837399841513882,0.91421820804190668,0.86686467469729311,0.81607758926089569,0.76149273126048445,0.70253185737086754
16980,1.2729531076710179,1.271531983534451,1.2672697520528928,1.260169767020888,1.2502373850057309,1.2374796044700695,1.2219045368893586,1.2035206832324423,1.182335976586899,1.1583565338478683,1.1315850327074131,1.1020185885432257,1.0696459384533621,1.0344436277127957,0.99637070395251393,0.95536109599867669,0.91131227201005582,0.86406769639309733,0.81338850713574062,0.75890545715894586,0.70003218324159233
17040,1.269099168684487,1.2676821142792065,1.2634320766906482,1.2563523639374816,1.2464482567402058,1.2337266483913527,1.2181955170489005,1.1998632038651431,1.1787374576044536,1.154824188109667,1.1281258434083077,1.098639282020768,1.0663529421817823,1.0312429943113548,0.99326796901610503,0.95236101973343246,0.9084183902812526,0.86128157369637737,0.81070854365164013,0.75632504831696834,0.69753686103777546
17100,1.2652602200309631,1.2638472256174949,1.2596093528911849,1.2525498646777116,1.242673966883278,1.2299884491816206,1.2145011585208461,1.1962202788116989,1.1751533771519893,1.1513061581193371,1.1246808391264005,1.0952740150337383,1.0630738081075095,1.0280559811288554,0.99017849396233282,0.94937364682413072,0.90553636062832898,0.85850605761947041,0.80803749471927422,0.75375147532973308,0.69504610347325435
17160,1.2614363692242718,1.2600274251559924,1.2558016885287893,1.2487623775212358,1.2389146241791205,1.2262651159525981,1.2108215703834651,1.192592016142874,1.1715838402979684,1.1478025422668727,1.1212501053874004,1.0919228507353407,1.0598085637099894,1.0248825631724165,0.98710218273800088,0.94639879424628048,0.90266590874002584,0.85574080145077014,0.80537499622723197,0.7511846115820705,0.69256209853819262
17220,1.2576277227789918,1.2562228192436424,1.2520091894268104,1.2449900073077893,1.2351703318193286,1.222556749193499,1.2071568486750879,1.1889785045253252,1.1680289235545034,1.1443133973773605,1.1178336680818253,1.0885857683535478,1.0565571212601708,1.0217225622319659,0.98403874375537148,0.94343604252081037,0.89980649497881315,0.85298521046796683,0.8027206648576829,0.74862509093391294,0.69008638708136527
17280,1.2538343768995888,1.2524335032819787,1.24823194850161,1.2412328425507591,1.2314411715825093,1.2188634209928149,1.203507051967631,1.1853797840383726,1.1644886421114107,1.1408387057602698,1.1144314671459696,1.0852626550720799,1.053319305424437,1.0185757341825195,0.98098786633948309,0.94048503464490485,0.89695777710518476,0.85023911233329963,0.80007476066401662,0.74607350996166444,0.68761866740865352
17340,1.2500564018228222,1.2486595461395738,1.2444700305072312,1.2374909411131589,1.2277271916110313,1.2151851668564122,1.1998722000731097,1.1817958555134385,1.1609629741873086,1.1373784189402887,1.1110434228950183,1.0819533953847533,1.050094961198013,1.0154418842309287,0.97794932461305883,0.93754554370469034,0.89411959818580267,0.84750252846549079,0.79743751549494024,0.74353007685867434,0.6851587864839298
17400,1.2462938366567855,1.2449009857002584,1.2407234696908302,1.2337643312921533,1.2240284120723661,1.2115219967618429,1.1962522907577993,1.1782267023695521,1.1574518863974874,1.1339324837632276,1.1076694589083205,1.0786578860031781,1.0468839561286361,1.0123208531612291,0.97492294640883592,0.93461741901705597,0.89129188514203217,0.84477550964250092,0.79480907059714268,0.74099488042413852,0.68270664825084904
17460,1.2425466953234363,1.2411578350385821,1.2369922766117067,1.2300530195328712,1.2203448337739675,1.2078739043810403,1.192647308966615,1.1746722989536944,1.153955340122039,1.1305008456089838,1.1043095009253163,1.0753760293766947,1.0436861673722042,1.0092124957371802,0.97190857627446736,0.93170051784249464,0.8884745312140232,0.84205797997553122,0.79218932483537485,0.73846785928391367,0.68026396366012987
17520,1.2388149737022207,1.2374300894382928,1.2332764447525588,1.2263569962539971,1.2166764426600931,1.2042408694636448,1.1890572259738497,1.1711326048902011,1.1504732788980003,1.1270834259422067,1.1009634408395157,1.0721076795513349,1.0405014039551126,1.0061165729898456,0.96890593151439919,0.92879452506245419,0.8856672017690026,0.8393496069080747,0.78957809429764858,0.73594957937352523,0.6778318994653757
17580,1.2350986502898926,1.2337177265536885,1.229575949166382,1.2226762319193982,1.2130232022157974,1.2006228455348702,1.185481981589513,1.1676075416256468,1.1470056003222919,1.1236800925904513,1.0976311113532695,1.0688526311475357,1.0373294245595472,1.0030328178810146,0.96591473950510365,0.92589919278988764,0.88286972067416336,0.83665038406091718,0.78697570728828747,0.73344055790790785,0.67541005775831808
17640,1.2313976783277727,1.2300206984750921,1.2258907384628979,1.2190106692471663,1.2093850467272165,1.1970197557476787,1.1819214849780291,1.1640970014140133,1.1435521769919783,1.1202906964283628,1.0943123411258413,1.0656106930171814,1.0341700251344306,0.99996102630779693,0.96293481626116062,0.92301438827216198,0.88008205675622275,0.83396044382454171,0.78438244081478037,0.73094096848523293,0.67299819897395352
17700,1.2277119848609972,1.2263389313151025,1.2222207359642194,1.2153602269289545,1.2057618884366184,1.1934315040959469,1.1783756301192894,1.1606008665597294,1.140112878178837,1.1169150930664735,1.0910069729367851,1.0623816984422412,1.0310230365807938,0.99690103924210638,0.95996603286623416,0.92014004282323247,0.87730423738964436,0.83127992236747861,0.78179847438759187,0.7284508775592804,0.67059615151866514
17760,1.2240414779077604,1.222672332526213,1.2185658474262717,1.2117248078922556,1.2021536263043973,1.189857984426826,1.1748443046268058,1.1571190174712036,1.1366875765633866,1.1135531479696978,1.0877148675729114,1.0591655096086867,1.0278883343062426,0.9938527659839258,0.95700836574335058,0.91727624768187288,0.87453652522524983,0.82860930232344276,0.77922451837331008,0.72597086588973447,0.66820023072850876
17820,1.2203860550385173,1.2190207995812126,1.2149259700786852,1.2081043091423094,1.1985601574576923,1.1862990949225289,1.1713274096795194,1.1536513619420863,1.1332761928510169,1.1102048051326072,1.0844360085709759,1.0559621737846951,1.0247660634082258,0.99081649448954923,0.95406229978263013,0.91442373927319442,0.87177994091356137,0.82594982864105415,0.77666157007174885,0.72349983843149746,0.66580614583734854
17880,1.2167456246158179,1.2153842423285439,1.2113010183979411,1.2044986534337732,1.1949814174135771,1.1827547894802044,1.167824924551337,1.1501979131472801,1.1298787841579441,1.1068701769172049,1.0811705755258387,1.0527719494573746,1.0216565709838783,0.98779266554277956,0.95112836462853301,0.91158310803719478,0.86903504076703464,0.82330173349399738,0.77410892984270585,0.72103615522394193,0.66341439329144691
17940,1.2131201457535614,1.2117626227887695,1.207690963104963,1.2009078259027852,1.1914174112453297,1.1792250982502057,1.1643369089671025,1.1467587639425838,1.1264954788152084,1.1035494281056877,1.0779187693159027,1.0495950721309022,1.0185601246429068,0.98478157394941146,0.94820686823057942,0.90875462956150199,0.86630194333116128,0.82066475458278998,0.7715658606360094,0.71857916841337965,0.66102540876901539
